Command line: ../src/biorad -t 100 --affinity data/curation_different_heterodimer.csv --pdb.ignore-charge --pdb ../data/PDBBind_hydrogen --cluster cluster/cluster.align.different_heterodimer -o output_hetatm/curation_different_heterodimer.out --hist.min 0.0 --hist.max 12.0 --hist.bins 1
Reporting the ** unweighted ** statistical metrics
Affinity input data = data/curation_different_heterodimer.csv
PDB data directory = ../data/PDBBind_hydrogen
Clustering file = cluster/cluster.align.different_heterodimer
Force dimer? = false
Ignore hetatom? = false
seed = 1731678965
Num permutations (p-value) = 1000
Num fold = 5
Num trial = 100
Forest size = 100
Forest data bag = 0.5
Forest feature bag = 1
Forest leaf = 1
All training points are equally weighted
Using histogram features
Min histogram distance = 0
Max histogram distance = 12
Num histogram bins = 1
There are 21 amino acid types: 'ALA' 'ARG' 'ASN' 'ASP' 'CYS' 'GLN' 'GLU' 'GLY' 'HIS' 'ILE' 'LEU' 'LYS' 'MET' 'PHE' 'PRO' 'SER' 'THR' 'TRP' 'TYR' 'VAL' 'UNKNOWN'
../data/PDBBind_hydrogen/4wb2.pdb contains 1 protein chain(s): A; DNA or other non-protein chain?
../data/PDBBind_hydrogen/4r8i.pdb contains 1 protein chain(s): A; DNA or other non-protein chain?
Found 1305 protein complexes in ../data/PDBBind_hydrogen
Atom table has 36 entries
Atom type inventory:
	H	3557566
	C	2243346
	O	678343
	N	608363
	S	18583
	P	337
	CA	310
	ZN	238
	SE	207
	MG	142
	NA	68
	FE	38
	CD	35
	F	32
	NI	20
	MN	16
	K	14
	HG	14
	CS	8
	CL	8
	AL	8
	U	5
	CO	5
	AS	5
	PB	4
	Y	3
	CU	3
	V	1
	SR	1
	PT	1
	MO	1
	BR	1
	B	1
Computing hydrogen bond donor atoms ...done.
Computing interface hydrogen bond acceptor atoms ...done.
Removing 1043 PDB records that do not have corresponding affinity values
Read a total of 87 cluster configurations
Found 262 PDB files with associated affinity values
Affinity measurement summary:
	262 Kd affinities
	0 Ki affinities
	0 IC50 affinities
	0 computational scores
Structure summary:
	238 X-ray structures
	24 NMR structures
	0 predicted structures
min_cluster_distance	number_of_clusters	ave_baseline_r	stdev_baseline_r	baseline_p_value	ave_baseline_RMSE	stdev_baseline_RMSE	ave_baseline_R2	stdev_baseline_R2	ave_model_r	stdev_model_r	model_p_value	ave_model_RMSE	stdev_model_RMSE	ave_model_R2	stdev_model_R2	ave_model_R2(baseline)	stdev_model_R2(baseline)
0.00116959	262	0.416815	0.034741	0	3.00908	0.0583573	0.171211	0.0321399	0.30679	0.0312004	1e-05	3.20685	0.0530859	0.0587857	0.0313118	-0.137047	0.0515501
0.00547912	261	0.423986	0.0317211	0	2.99735	0.0534439	0.17771	0.0293443	0.312479	0.0282316	3e-05	3.19823	0.0494781	0.0638717	0.0289622	-0.139468	0.043954
0.0234025	259	0.419895	0.0329029	0	3.00442	0.0547049	0.173812	0.0300546	0.304489	0.0310776	3e-05	3.2113	0.0518039	0.0561806	0.0305435	-0.143448	0.0454806
0.0563005	258	0.412887	0.0315563	0	3.01722	0.0522985	0.166782	0.0290143	0.304843	0.0293443	1e-05	3.21182	0.0480504	0.0559112	0.0282957	-0.134049	0.0428319
0.0698038	256	0.412844	0.0320731	0	3.01632	0.0525714	0.167276	0.0291089	0.308642	0.0244374	0	3.20293	0.0436841	0.0611695	0.0256888	-0.128461	0.0417783
0.0717258	255	0.385697	0.0474005	1e-05	3.05482	0.0710881	0.145685	0.0401461	0.288471	0.0366998	0.0002	3.22548	0.0589022	0.047759	0.0348809	-0.116526	0.0566411
0.0736428	253	0.385372	0.0395736	0	3.05554	0.0597781	0.145415	0.0335846	0.28636	0.0347919	0.00015	3.22745	0.0536843	0.0466529	0.0318761	-0.117001	0.0518275
0.0765266	252	0.38642	0.0436237	2e-05	3.0547	0.0664708	0.14581	0.0373992	0.277012	0.0281105	6e-05	3.24395	0.0447517	0.0369595	0.0265443	-0.12926	0.0518003
0.0830524	250	0.326707	0.0317791	3e-05	3.13661	0.045334	0.0996222	0.0260446	0.261586	0.0323415	0.00031	3.26293	0.0514622	0.0256036	0.0307485	-0.0832461	0.0495202
0.085712	249	0.32877	0.0352918	2e-05	3.13314	0.0507719	0.101567	0.0291714	0.270798	0.0313788	0.0004	3.24855	0.0489062	0.0341953	0.0290762	-0.0760895	0.0469574
0.100538	248	0.321195	0.0336819	2e-05	3.14448	0.0486324	0.0950697	0.0280704	0.262882	0.0344953	0.00056	3.25994	0.0537819	0.0273625	0.0322081	-0.0756419	0.0437563
0.12666	247	0.316455	0.0407757	7e-05	3.15221	0.058169	0.0905243	0.0336079	0.263269	0.0332048	0.00048	3.25986	0.0528337	0.0274191	0.0315596	-0.0703908	0.0422892
0.128075	245	0.327469	0.0318414	0	3.13509	0.0457319	0.100491	0.0262716	0.267408	0.0321161	0.00044	3.25398	0.0526258	0.0309297	0.031369	-0.078132	0.0442402
0.134567	244	0.317584	0.0465297	0.00018	3.14742	0.0642159	0.0932167	0.0372066	0.263662	0.0358323	0.00198	3.25862	0.0545478	0.028145	0.0326499	-0.0731064	0.0473211
0.14133	243	0.323534	0.0382954	2e-05	3.14036	0.0547398	0.097381	0.0314514	0.263164	0.0302732	0.0006	3.25926	0.0481298	0.0278249	0.0286715	-0.0780716	0.0423377
0.158543	241	0.319256	0.0352961	3e-05	3.1465	0.0500816	0.0938963	0.0288504	0.26833	0.0325034	0.00037	3.25347	0.0517209	0.0312374	0.0308017	-0.0702939	0.0496521
0.191051	240	0.321522	0.0387696	0.00011	3.14364	0.0555698	0.0954859	0.0320201	0.265737	0.0321995	0.00046	3.25702	0.0508751	0.0291356	0.030435	-0.0744606	0.0456216
0.209849	238	0.320662	0.0433704	0.00015	3.14499	0.0625229	0.0946377	0.0361179	0.266884	0.0351436	0.00065	3.25616	0.054197	0.0296117	0.0323699	-0.0734225	0.0536271
0.210104	235	0.316289	0.0430399	0.00024	3.14928	0.0596663	0.092197	0.0346582	0.264511	0.0343081	0.00067	3.26044	0.0542146	0.0270627	0.0322846	-0.0732769	0.0537148
0.218878	234	0.308633	0.0439231	0.00055	3.16007	0.0610098	0.0859548	0.0355007	0.260952	0.030799	0.00074	3.26727	0.0498334	0.0230223	0.0299836	-0.0701251	0.0456099
0.237838	232	0.306425	0.0359819	5e-05	3.16291	0.0511648	0.0844139	0.0296652	0.25962	0.0345498	0.0008	3.26794	0.0539059	0.022587	0.0322468	-0.0687538	0.0515966
0.239284	230	0.298696	0.0389492	0.00025	3.17335	0.0548442	0.0783231	0.0318933	0.265333	0.0358897	0.00066	3.25875	0.0571685	0.028041	0.0341035	-0.0556527	0.0485667
0.248745	229	0.283442	0.0377219	0.00046	3.19047	0.0509781	0.06839	0.0297545	0.260806	0.0300302	0.00066	3.26758	0.046763	0.0228683	0.0279832	-0.0499628	0.0456058
0.253047	228	0.293202	0.0396202	0.00038	3.17822	0.0550612	0.0754927	0.032106	0.259868	0.0361584	0.00088	3.26899	0.0588779	0.0219057	0.0351984	-0.0591153	0.0503473
0.253947	226	0.279965	0.038336	0.00059	3.1945	0.0518866	0.066029	0.0303076	0.254302	0.0343754	0.00222	3.27876	0.054153	0.0160998	0.0326138	-0.054315	0.0429327
0.255183	225	0.28489	0.044679	0.00139	3.18814	0.0585938	0.0696772	0.0342098	0.256825	0.0321226	0.00108	3.274	0.0523441	0.0189733	0.0313055	-0.0558737	0.0504414
0.270049	224	0.282122	0.0384367	0.0007	3.19121	0.0511368	0.0679608	0.0298654	0.256171	0.0312159	0.00131	3.27394	0.0510808	0.0190176	0.030684	-0.0534738	0.0442032
0.271271	223	0.284708	0.0341629	0.00034	3.18539	0.0463327	0.0713983	0.0269723	0.248732	0.0357672	0.00249	3.28467	0.0564804	0.0125278	0.0340185	-0.0641267	0.0440726
0.281739	222	0.280783	0.0394023	0.00061	3.19024	0.0524442	0.0685118	0.030668	0.247621	0.037942	0.00263	3.28713	0.0602706	0.0110072	0.0362878	-0.062829	0.0511013
0.305004	221	0.275154	0.0451366	0.0027	3.19673	0.05941	0.0646471	0.0349476	0.248287	0.0370498	0.00285	3.28514	0.0600884	0.0122046	0.0363046	-0.0573737	0.0519221
0.312312	220	0.258765	0.040704	0.0028	3.21707	0.0548268	0.0527591	0.0323485	0.248137	0.0301222	0.00175	3.2887	0.0489159	0.0101775	0.0293813	-0.0460049	0.0437826
0.324803	219	0.256372	0.0378315	0.00258	3.21933	0.0485244	0.0514905	0.028584	0.240559	0.0325253	0.003	3.29997	0.0496897	0.00337508	0.0300304	-0.0515143	0.0407064
0.331698	218	0.252159	0.047653	0.00547	3.22511	0.0611659	0.0479525	0.0361412	0.239943	0.0334721	0.00413	3.2977	0.0530859	0.0047159	0.0321642	-0.0467212	0.0478843
0.358115	217	0.244476	0.0424333	0.00619	3.23437	0.0546701	0.0425486	0.0324363	0.23803	0.035425	0.00689	3.29803	0.054574	0.00450339	0.0331455	-0.040844	0.047433
0.395545	214	0.236888	0.0463447	0.00788	3.2422	0.0578072	0.0378792	0.0342644	0.237269	0.0375088	0.00654	3.29968	0.0591042	0.00345667	0.0358784	-0.0370394	0.0516438
0.402876	212	0.215771	0.0438084	0.01785	3.26939	0.05526	0.0217053	0.0331328	0.232083	0.0314396	0.00615	3.3067	0.0488574	-0.000682869	0.029615	-0.0238454	0.0411168
0.413992	211	0.229419	0.0436345	0.01171	3.25265	0.0552859	0.0316943	0.0329865	0.227719	0.030762	0.0069	3.31372	0.0460851	-0.00491086	0.0280411	-0.0388234	0.0412952
0.421604	208	0.204992	0.0393044	0.02338	3.28494	0.0527796	0.0124024	0.0318798	0.220629	0.0341194	0.00927	3.32166	0.0539855	-0.00980685	0.0327749	-0.023168	0.037628
0.453929	207	0.201721	0.0445433	0.02789	3.29104	0.057799	0.00868238	0.0347953	0.222722	0.0397631	0.01022	3.32147	0.0619175	-0.00977589	0.037636	-0.0197364	0.0493926
0.462644	205	0.193782	0.0506042	0.04525	3.30128	0.0627741	0.00245125	0.0380838	0.227542	0.0346729	0.00741	3.31394	0.0517486	-0.00509537	0.0314567	-0.00880268	0.0450279
0.463914	203	0.196083	0.0468936	0.03717	3.29764	0.0593859	0.00468861	0.035937	0.218955	0.0350219	0.0101	3.32819	0.0509781	-0.0137473	0.0310337	-0.0199721	0.0508371
0.466371	202	0.192876	0.0410213	0.03134	3.30024	0.0522712	0.00318633	0.0315259	0.214729	0.0385136	0.01423	3.33271	0.0586263	-0.0165811	0.0358672	-0.0208921	0.0492242
0.470338	200	0.173698	0.0414199	0.05568	3.32938	0.0531487	-0.0144974	0.0324212	0.217458	0.0370246	0.01284	3.32754	0.0568675	-0.0134113	0.0346901	0.000252948	0.0421909
0.476061	199	0.16792	0.043054	0.07129	3.33659	0.0564382	-0.0189257	0.0346383	0.212995	0.0349986	0.01344	3.3328	0.0544516	-0.016592	0.0331719	0.00119975	0.045558
0.480778	197	0.167965	0.0500503	0.08284	3.33222	0.0621864	-0.0163193	0.0379631	0.224117	0.0378683	0.00949	3.31723	0.059786	-0.00717846	0.0362615	0.00756792	0.0524535
